latitude,longitude,timestamp
41.29776,-74.13686,
41.29746,-74.13705,
41.29716,-74.13723,
41.29686,-74.13741,
41.29656,-74.13758,
41.29625,-74.13775,
41.29595,-74.13791,
41.29564,-74.13806,
41.29533,-74.13821,
41.29502,-74.13835,
41.29471,-74.13849,
41.29438,-74.13862,
41.29407,-74.13874,
41.29376,-74.13885,
41.29344,-74.13897,
41.29312,-74.13907,
41.29279,-74.13917,
41.29248,-74.13927,
41.28799,-74.1406,
41.28778,-74.14066,
41.28773,-74.14068,
41.28746,-74.14076,
41.2872,-74.14084,
41.28693,-74.14093,
41.28667,-74.14102,
41.2864,-74.14112,
41.28613,-74.14123,
41.28589,-74.14133,
41.28563,-74.14144,
41.28537,-74.14157,
41.28512,-74.14169,
41.28487,-74.14182,
41.28462,-74.14196,
41.28437,-74.1421,
41.28412,-74.14226,
41.28388,-74.14242,
41.28364,-74.14258,
41.28341,-74.14275,
41.28317,-74.14293,
41.28294,-74.14311,
41.2827,-74.1433,
41.28247,-74.1435,
41.28221,-74.14374,
41.27398,-74.15101,
41.27376,-74.1512,
41.27352,-74.15141,
41.27329,-74.1516,
41.27309,-74.15178,
41.27281,-74.15199,
41.27253,-74.15221,
41.27233,-74.15235,
41.27208,-74.15253,
41.27183,-74.15271,
41.27159,-74.15286,
41.27133,-74.15303,
41.27107,-74.15318,
41.27082,-74.15333,
41.27056,-74.15346,
41.27026,-74.15362,
41.26995,-74.15378,
41.26963,-74.15393,
41.26932,-74.15408,
41.26901,-74.15423,
41.26869,-74.15438,
41.26839,-74.15453,
41.26807,-74.15468,
41.26777,-74.15483,
41.26746,-74.15498,
41.26704,-74.15518,
41.26674,-74.15533,
41.26643,-74.15548,
41.26542,-74.15597,
41.26159,-74.15782,
41.26128,-74.15797,
41.2612,-74.15801,
41.26097,-74.15812,
41.26067,-74.15827,
41.26037,-74.15842,
41.26006,-74.15857,
41.25976,-74.15874,
41.25946,-74.1589,
41.25918,-74.15907,
41.25889,-74.15925,
41.25859,-74.15944,
41.25829,-74.15964,
41.25801,-74.15984,
41.25773,-74.16004,
41.25744,-74.16026,
41.25717,-74.16047,
41.25689,-74.16069,
41.25661,-74.16092,
41.25633,-74.16116,
41.25607,-74.16139,
41.25579,-74.16164,
41.25185,-74.16527,
41.25158,-74.16552,
41.25131,-74.16577,
41.25103,-74.16601,
41.25077,-74.16624,
41.25048,-74.16648,
41.2502,-74.16671,
41.24992,-74.16693,
41.24964,-74.16715,
41.24935,-74.16737,
41.24906,-74.16758,
41.24877,-74.16778,
41.24847,-74.16799,
41.24818,-74.16819,
41.24789,-74.16837,
41.24758,-74.16857,
41.24729,-74.16875,
41.24698,-74.16893,
41.24667,-74.16911,
41.24637,-74.16928,
41.24607,-74.16945,
41.24576,-74.16963,
41.24546,-74.16979,
41.24515,-74.16995,
41.24484,-74.17011,
41.24454,-74.17026,
41.24423,-74.17041,
41.24392,-74.17056,
41.2436,-74.17071,
41.24329,-74.17085,
41.24298,-74.17099,
41.24266,-74.17113,
41.24235,-74.17126,
41.24203,-74.17139,
41.24171,-74.17151,
41.2414,-74.17164,
41.24107,-74.17176,
41.23772,-74.17301,
41.23746,-74.17311,
41.23719,-74.17321,
41.23693,-74.17332,
41.23668,-74.17343,
41.23642,-74.17355,
41.23617,-74.17367,
41.23592,-74.1738,
41.23568,-74.17393,
41.23542,-74.17408,
41.23517,-74.17422,
41.23492,-74.17437,
41.23468,-74.17453,
41.23444,-74.17468,
41.2342,-74.17485,
41.23397,-74.17501,
41.23373,-74.17519,
41.23349,-74.17537,
41.23327,-74.17555,
41.23302,-74.17575,
41.2328,-74.17593,
41.23258,-74.17612,
41.23235,-74.17633,
41.23213,-74.17653,
41.23191,-74.17674,
41.2317,-74.17695,
41.23149,-74.17717,
41.23127,-74.1774,
41.23107,-74.17762,
41.23086,-74.17785,
41.23065,-74.17808,
41.23057,-74.17819,
41.23045,-74.17833,
41.23026,-74.17857,
41.23007,-74.17882,
41.22988,-74.17908,
41.22872,-74.18068,
41.22853,-74.18093,
41.22834,-74.18119,
41.22812,-74.18146,
41.22796,-74.18166,
41.22779,-74.18185,
41.22754,-74.18214,
41.22731,-74.18239,
41.22709,-74.18261,
41.22686,-74.18282,
41.22662,-74.18302,
41.22637,-74.18321,
41.22613,-74.18338,
41.22587,-74.18356,
41.22557,-74.18374,
41.22531,-74.18388,
41.22504,-74.18401,
41.22477,-74.18412,
41.2245,-74.18422,
41.22423,-74.18431,
41.22395,-74.18439,
41.22367,-74.18446,
41.22339,-74.1845,
41.22312,-74.18454,
41.22284,-74.18457,
41.22255,-74.18458,
41.22227,-74.18459,
41.22199,-74.18458,
41.22171,-74.18457,
41.22143,-74.18454,
41.22115,-74.1845,
41.22087,-74.18445,
41.2206,-74.18439,
41.22032,-74.18432,
41.22005,-74.18424,
41.21978,-74.18415,
41.21951,-74.18405,
41.21925,-74.18395,
41.21674,-74.18291,
41.21647,-74.1828,
41.21622,-74.18271,
41.21596,-74.1826,
41.2157,-74.18251,
41.21544,-74.18242,
41.21517,-74.18234,
41.21491,-74.18226,
41.21464,-74.18218,
41.21437,-74.18211,
41.21411,-74.18204,
41.21384,-74.18198,
41.21358,-74.18192,
41.21331,-74.18187,
41.21304,-74.18181,
41.21277,-74.18177,
41.2125,-74.18173,
41.21223,-74.18169,
41.21197,-74.18165,
41.2117,-74.18163,
41.21142,-74.18161,
41.21116,-74.18159,
41.21088,-74.18158,
41.21062,-74.18157,
41.21035,-74.18157,
41.21008,-74.18158,
41.2098,-74.18158,
41.20954,-74.1816,
41.20926,-74.18162,
41.20665,-74.18184,
41.20637,-74.18186,
41.20609,-74.18188,
41.20582,-74.1819,
41.20554,-74.1819,
41.20526,-74.1819,
41.20498,-74.18189,
41.20471,-74.18188,
41.20443,-74.18186,
41.20416,-74.18182,
41.20388,-74.18179,
41.20355,-74.18173,
41.20247,-74.18155,
41.2022,-74.18151,
41.20193,-74.18147,
41.20167,-74.18144,
41.2014,-74.18142,
41.20114,-74.18141,
41.20087,-74.1814,
41.2006,-74.18141,
41.20033,-74.18142,
41.20007,-74.18144,
41.19979,-74.18148,
41.19953,-74.18151,
41.19926,-74.18156,
41.199,-74.18162,
41.19873,-74.18168,
41.19786,-74.18188,
41.19744,-74.18198,
41.19701,-74.18206,
41.19663,-74.18212,
41.19629,-74.18216,
41.19593,-74.18219,
41.19559,-74.18221,
41.19522,-74.18223,
41.1949,-74.18223,
41.19453,-74.18222,
41.19423,-74.18221,
41.1939,-74.18219,
41.19362,-74.18217,
41.19331,-74.18215,
41.19303,-74.18212,
41.19272,-74.18209,
41.1924,-74.18206,
41.19201,-74.182,
41.19184,-74.18197,
41.19129,-74.18189,
41.18812,-74.18138,
41.1879,-74.18135,
41.18769,-74.18132,
41.18748,-74.18129,
41.18726,-74.18127,
41.18704,-74.18126,
41.18683,-74.18125,
41.18661,-74.18124,
41.1864,-74.18124,
41.18618,-74.18124,
41.18597,-74.18125,
41.18576,-74.18126,
41.18554,-74.18128,
41.18533,-74.1813,
41.18511,-74.18133,
41.1849,-74.18136,
41.18468,-74.1814,
41.18448,-74.18144,
41.18426,-74.18149,
41.18405,-74.18154,
41.18384,-74.1816,
41.18363,-74.18166,
41.18342,-74.18173,
41.18322,-74.1818,
41.18301,-74.18187,
41.1828,-74.18195,
41.18259,-74.18204,
41.18238,-74.18213,
41.18218,-74.18222,
41.18083,-74.18283,
41.17754,-74.18434,
41.17409,-74.18591,
41.17388,-74.18601,
41.17367,-74.1861,
41.17345,-74.18618,
41.17324,-74.18627,
41.17302,-74.18634,
41.1728,-74.18641,
41.17258,-74.18646,
41.17236,-74.18651,
41.17213,-74.18655,
41.1719,-74.18659,
41.17168,-74.18661,
41.17146,-74.18663,
41.17123,-74.18664,
41.171,-74.18663,
41.17077,-74.18662,
41.17055,-74.1866,
41.17033,-74.18657,
41.1701,-74.18654,
41.16988,-74.1865,
41.16966,-74.18645,
41.16944,-74.18639,
41.16922,-74.18631,
41.16901,-74.18624,
41.16878,-74.18616,
41.16857,-74.18607,
41.16599,-74.18496,
41.16574,-74.18486,
41.16547,-74.18476,
41.16517,-74.18467,
41.16485,-74.18458,
41.16453,-74.18452,
41.16427,-74.18448,
41.16402,-74.18445,
41.16383,-74.18443,
41.16361,-74.18442,
41.16345,-74.18442,
41.16327,-74.18443,
41.16311,-74.18444,
41.163,-74.18446,
41.16273,-74.18449,
41.16247,-74.18454,
41.16217,-74.18461,
41.16188,-74.18469,
41.16157,-74.18479,
41.16127,-74.1849,
41.16097,-74.18504,
41.16088,-74.18508,
41.16067,-74.18518,
41.16038,-74.18534,
41.1601,-74.18552,
41.15983,-74.18571,
41.15955,-74.18593,
41.15928,-74.18614,
41.15805,-74.18711,
41.15785,-74.18727,
41.15766,-74.18742,
41.15746,-74.18756,
41.15727,-74.1877,
41.15707,-74.18783,
41.15687,-74.18796,
41.15687,-74.18796,
41.15669,-74.18806,
41.15649,-74.18818,
41.15628,-74.18829,
41.15608,-74.18839,
41.15586,-74.18849,
41.15566,-74.18858,
41.15544,-74.18867,
41.15523,-74.18875,
41.15502,-74.18882,
41.15481,-74.18889,
41.1546,-74.18896,
41.15439,-74.18901,
41.15416,-74.18907,
41.15393,-74.18912,
41.15372,-74.18916,
41.1535,-74.1892,
41.15329,-74.18923,
41.15307,-74.18925,
41.15285,-74.18927,
41.15262,-74.18928,
41.15241,-74.18929,
41.15227,-74.18929,
41.15196,-74.18929,
41.15174,-74.18927,
41.15152,-74.18926,
41.1513,-74.18923,
41.15108,-74.18921,
41.15086,-74.18917,
41.15064,-74.18913,
41.15043,-74.18909,
41.15021,-74.18903,
41.15,-74.18898,
41.14978,-74.18892,
41.14956,-74.18885,
41.14935,-74.18877,
41.14914,-74.18869,
41.14893,-74.18861,
41.14873,-74.18852,
41.14851,-74.18842,
41.14831,-74.18832,
41.14811,-74.18821,
41.1479,-74.1881,
41.14771,-74.18799,
41.1475,-74.18786,
41.14731,-74.18774,
41.14712,-74.18761,
41.14692,-74.18746,
41.14672,-74.18731,
41.14654,-74.18716,
41.14635,-74.187,
41.14618,-74.18684,
41.146,-74.18667,
41.14581,-74.18648,
41.14564,-74.18629,
41.14547,-74.1861,
41.14531,-74.1859,
41.14515,-74.18569,
41.14499,-74.18548,
41.14499,-74.18548,
41.14484,-74.18527,
41.1447,-74.18505,
41.14456,-74.18482,
41.14442,-74.18458,
41.1443,-74.18436,
41.14417,-74.18412,
41.14405,-74.18387,
41.14394,-74.18363,
41.14383,-74.18337,
41.14373,-74.18312,
41.14363,-74.18286,
41.14354,-74.18259,
41.14345,-74.18232,
41.14337,-74.18206,
41.14329,-74.18178,
41.14323,-74.18152,
41.14316,-74.18122,
41.1431,-74.18094,
41.14305,-74.18066,
41.143,-74.18038,
41.14296,-74.1801,
41.14292,-74.17981,
41.14259,-74.1772,
41.14255,-74.17691,
41.14252,-74.17662,
41.14247,-74.17634,
41.14242,-74.17606,
41.14236,-74.17578,
41.1423,-74.17549,
41.14223,-74.17522,
41.14216,-74.17495,
41.14208,-74.17468,
41.14199,-74.17442,
41.1419,-74.17415,
41.1418,-74.1739,
41.1417,-74.17364,
41.14159,-74.17339,
41.14148,-74.17315,
41.14136,-74.17291,
41.14124,-74.17267,
41.14111,-74.17243,
41.14098,-74.17221,
41.14084,-74.17199,
41.14075,-74.17185,
41.14065,-74.17172,
41.14052,-74.17154,
41.14039,-74.17137,
41.14024,-74.17117,
41.14009,-74.17098,
41.13992,-74.17079,
41.13975,-74.1706,
41.13964,-74.17049,
41.13964,-74.17049,
41.13964,-74.17049,
41.13957,-74.17041,
41.13939,-74.17024,
41.13923,-74.17008,
41.13907,-74.16995,
41.13887,-74.16979,
41.13868,-74.16964,
41.13849,-74.16951,
41.1383,-74.16938,
41.1381,-74.16926,
41.1379,-74.16914,
41.13768,-74.16904,
41.13746,-74.16894,
41.13725,-74.16885,
41.13704,-74.16877,
41.13684,-74.1687,
41.13663,-74.16863,
41.13641,-74.16857,
41.13619,-74.16851,
41.13598,-74.16847,
41.13575,-74.16844,
41.13554,-74.16841,
41.13532,-74.16839,
41.1351,-74.16838,
41.13389,-74.16833,
41.13354,-74.16831,
41.13354,-74.16831,
41.13316,-74.16828,
41.13281,-74.16825,
41.13249,-74.16821,
41.13215,-74.16816,
41.13183,-74.16811,
41.1315,-74.16806,
41.13117,-74.168,
41.13085,-74.16793,
41.13051,-74.16785,
41.13018,-74.16777,
41.12984,-74.16768,
41.12952,-74.16758,
41.1292,-74.16746,
41.12888,-74.16734,
41.12859,-74.16722,
41.12692,-74.16657,
41.12661,-74.16644,
41.1263,-74.16631,
41.12599,-74.16617,
41.12568,-74.16602,
41.12537,-74.16586,
41.12537,-74.16586,
41.12512,-74.16577,
41.12487,-74.16566,
41.12464,-74.16556,
41.12443,-74.16545,
41.12413,-74.16527,
41.12384,-74.16509,
41.12349,-74.16486,
41.12315,-74.16463,
41.12286,-74.16444,
41.12256,-74.16425,
41.12226,-74.16407,
41.12195,-74.16389,
41.12165,-74.16371,
41.12134,-74.16354,
41.12104,-74.16338,
41.12073,-74.16322,
41.12042,-74.16307,
41.12011,-74.16292,
41.11891,-74.16236,
41.11803,-74.16194,
41.11786,-74.16187,
41.11771,-74.1618,
41.11756,-74.16174,
41.1174,-74.16168,
41.11724,-74.16163,
41.11708,-74.16159,
41.11691,-74.16155,
41.11674,-74.16151,
41.11653,-74.16148,
41.11631,-74.16146,
41.11609,-74.16145,
41.11587,-74.16146,
41.11565,-74.16147,
41.11543,-74.16149,
41.11521,-74.16153,
41.11499,-74.16157,
41.11478,-74.16163,
41.11457,-74.1617,
41.11436,-74.16177,
41.11416,-74.16186,
41.11393,-74.16198,
41.1137,-74.16212,
41.1135,-74.16225,
41.11328,-74.1624,
41.11308,-74.16254,
41.11289,-74.16269,
41.11239,-74.16308,
41.11239,-74.16308,
41.11239,-74.16308,
41.11194,-74.16343,
41.11175,-74.16358,
41.11154,-74.16373,
41.11134,-74.16387,
41.11115,-74.16399,
41.11095,-74.16411,
41.11074,-74.16422,
41.11054,-74.16432,
41.11034,-74.16442,
41.11009,-74.16454,
41.10936,-74.16491,
41.10914,-74.16501,
41.10894,-74.16512,
41.10873,-74.16524,
41.10852,-74.16535,
41.10833,-74.16548,
41.10812,-74.16563,
41.10793,-74.16578,
41.10774,-74.16593,
41.10679,-74.16673,
41.10679,-74.16673,
41.10661,-74.16686,
41.10645,-74.16698,
41.10626,-74.16711,
41.10607,-74.16723,
41.10593,-74.16732,
41.10578,-74.1674,
41.10561,-74.16748,
41.10545,-74.16754,
41.10529,-74.1676,
41.10513,-74.16765,
41.10493,-74.1677,
41.10474,-74.16774,
41.10455,-74.16775,
41.10435,-74.16776,
41.10415,-74.16776,
41.10397,-74.16775,
41.10378,-74.16772,
41.10362,-74.16769,
41.10345,-74.16765,
41.10326,-74.1676,
41.1031,-74.16755,
41.10292,-74.16747,
41.10274,-74.16739,
41.10258,-74.16731,
41.10245,-74.16723,
41.1024,-74.1672,
41.10222,-74.16708,
41.10205,-74.16696,
41.10189,-74.16682,
41.10173,-74.16667,
41.10173,-74.16667,
41.10159,-74.16652,
41.10145,-74.16636,
41.10133,-74.1662,
41.10122,-74.16605,
41.1011,-74.16588,
41.101,-74.1657,
41.1009,-74.16552,
41.10077,-74.16527,
41.10073,-74.16521,
41.10049,-74.16475,
41.09984,-74.16352,
41.0996,-74.16307,
41.09958,-74.16303,
41.0994,-74.16269,
41.0993,-74.16251,
41.0991,-74.16211,
41.09899,-74.16189,
41.09899,-74.16189,
41.09872,-74.1614,
41.09826,-74.16055,
41.09822,-74.16048,
41.09818,-74.16041,
41.09793,-74.15992,
41.09771,-74.15953,
41.09755,-74.15922,
41.09739,-74.15897,
41.09732,-74.15886,
41.09718,-74.15864,
41.09704,-74.15845,
41.09688,-74.15823,
41.09684,-74.15817,
41.09673,-74.15803,
41.09657,-74.15784,
41.09641,-74.15766,
41.09623,-74.15746,
41.09608,-74.1573,
41.0959,-74.15713,
41.09573,-74.15697,
41.09554,-74.15681,
41.0953,-74.15662,
41.0953,-74.15662,
41.09508,-74.15645,
41.09488,-74.15632,
41.09469,-74.15619,
41.09449,-74.15607,
41.0943,-74.15596,
41.09407,-74.15584,
41.09355,-74.15557,
41.09308,-74.15533,
41.09297,-74.15527,
41.09277,-74.15517,
41.0921,-74.15483,
41.09166,-74.1546,
41.09147,-74.1545,
41.0913,-74.15442,
41.09114,-74.15434,
41.09088,-74.15421,
41.0905,-74.15403,
41.09019,-74.15389,
41.0898,-74.15372,
41.08917,-74.15347,
41.08829,-74.15313,
41.08766,-74.15289,
41.08539,-74.15202,
41.08448,-74.15167,
41.08401,-74.15149,
41.08346,-74.15128,
41.08264,-74.15097,
41.08234,-74.15087,
41.08234,-74.15087,
41.08079,-74.15027,
41.08058,-74.15019,
41.08037,-74.1501,
41.08017,-74.15001,
41.07997,-74.14991,
41.07976,-74.1498,
41.07957,-74.1497,
41.07937,-74.14958,
41.07917,-74.14946,
41.07898,-74.14934,
41.07878,-74.14921,
41.0786,-74.14907,
41.0784,-74.14893,
41.07821,-74.14878,
41.07803,-74.14863,
41.07785,-74.14847,
41.07767,-74.14831,
41.07749,-74.14814,
41.07749,-74.14814,
41.07729,-74.14793,
41.07703,-74.14766,
41.07678,-74.14737,
41.07654,-74.14709,
41.07631,-74.14681,
41.07611,-74.14652,
41.07548,-74.14563,
41.07531,-74.14538,
41.0744,-74.14404,
41.0744,-74.14404,
41.07296,-74.14194,
41.07289,-74.14183,
41.07254,-74.14131,
41.07222,-74.14085,
41.0719,-74.14038,
41.07168,-74.14006,
41.07112,-74.13924,
41.071,-74.13907,
41.07075,-74.1387,
41.07075,-74.1387,
41.06997,-74.13755,
41.06968,-74.13713,
41.06938,-74.13668,
41.06924,-74.13648,
41.06924,-74.13648,
41.06874,-74.13576,
41.06853,-74.13545,
41.0683,-74.13515,
41.06801,-74.13476,
41.06769,-74.13435,
41.0673,-74.13385,
41.06716,-74.13367,
41.06686,-74.13329,
41.06676,-74.13316,
41.06652,-74.13286,
41.06629,-74.13255,
41.06628,-74.13254,
41.06606,-74.13223,
41.0659,-74.13198,
41.06585,-74.1319,
41.06564,-74.13156,
41.06542,-74.13117,
41.06529,-74.13091,
41.06524,-74.13082,
41.06515,-74.13064,
41.06506,-74.13045,
41.06489,-74.13007,
41.06487,-74.13002,
41.06477,-74.12979,
41.06467,-74.12955,
41.06442,-74.12897,
41.06414,-74.1283,
41.06396,-74.12789,
41.06394,-74.12783,
41.06391,-74.12776,
41.0638,-74.12753,
41.06377,-74.12746,
41.0636,-74.1271,
41.06358,-74.12705,
41.06349,-74.12689,
41.06342,-74.12675,
41.06329,-74.12652,
41.06324,-74.12641,
41.06321,-74.12637,
41.06303,-74.12606,
41.06295,-74.12595,
41.0628,-74.12571,
41.06274,-74.12562,
41.06262,-74.12546,
41.06237,-74.12514,
41.06211,-74.12475,
41.06196,-74.12457,
41.06176,-74.12434,
41.06176,-74.12434,
41.06163,-74.12419,
41.06147,-74.12402,
41.0613,-74.12384,
41.06112,-74.12366,
41.06095,-74.1235,
41.06077,-74.12334,
41.06059,-74.12318,
41.06036,-74.12299,
41.06012,-74.1228,
41.05994,-74.12267,
41.05975,-74.12253,
41.05975,-74.12253,
41.05956,-74.1224,
41.05937,-74.12228,
41.05917,-74.12216,
41.05897,-74.12205,
41.05878,-74.12194,
41.05858,-74.12183,
41.05837,-74.12174,
41.05827,-74.12169,
41.05803,-74.12161,
41.058,-74.12159,
41.05741,-74.12134,
41.05716,-74.12124,
41.05703,-74.12118,
41.05653,-74.12097,
41.05627,-74.12084,
41.05576,-74.12062,
41.05568,-74.12058,
41.05553,-74.12052,
41.05514,-74.12035,
41.0547,-74.12016,
41.05399,-74.11986,
41.05389,-74.11982,
41.05354,-74.11967,
41.05327,-74.11955,
41.05272,-74.11932,
41.05266,-74.11929,
41.0524,-74.11916,
41.05211,-74.11904,
41.05196,-74.11898,
41.05181,-74.11891,
41.05128,-74.11869,
41.05073,-74.11846,
41.05053,-74.11837,
41.05013,-74.1182,
41.04998,-74.11814,
41.04966,-74.118,
41.04943,-74.1179,
41.04928,-74.11784,
41.04887,-74.11766,
41.04865,-74.11757,
41.04796,-74.11727,
41.0472,-74.11695,
41.04668,-74.11673,
41.04592,-74.11641,
41.04532,-74.11615,
41.04494,-74.11599,
41.04467,-74.11587,
41.04445,-74.11578,
41.04445,-74.11578,
41.04402,-74.11558,
41.04382,-74.1155,
41.04357,-74.11541,
41.04298,-74.11515,
41.04232,-74.11486,
41.04188,-74.11467,
41.0411,-74.11434,
41.03925,-74.11355,
41.03892,-74.11342,
41.03779,-74.11293,
41.03749,-74.1128,
41.0372,-74.11269,
41.0371,-74.11265,
41.03687,-74.11256,
41.03655,-74.11246,
41.03625,-74.11236,
41.03592,-74.11226,
41.0356,-74.11217,
41.03529,-74.11207,
41.03497,-74.11197,
41.03487,-74.11196,
41.03487,-74.11196,
41.03261,-74.11142,
41.03218,-74.11132,
41.03189,-74.11125,
41.03026,-74.11086,
41.02883,-74.11053,
41.02798,-74.11033,
41.02352,-74.1093,
41.01945,-74.10838,
41.0191,-74.1083,
41.01879,-74.1082,
41.01838,-74.10811,
41.01678,-74.10774,
41.01646,-74.10768,
41.01614,-74.10763,
41.01577,-74.10759,
41.01571,-74.10758,
41.01553,-74.10756,
41.01503,-74.1075,
41.01434,-74.10742,
41.01366,-74.10733,
41.01298,-74.10725,
41.01229,-74.10717,
41.01172,-74.1071,
41.01162,-74.10708,
41.0116,-74.10708,
41.0116,-74.10708,
41.01147,-74.10705,
41.01135,-74.10702,
41.01121,-74.10698,
41.01108,-74.10694,
41.01093,-74.10688,
41.01079,-74.10682,
41.01065,-74.10675,
41.01051,-74.10668,
41.01037,-74.10659,
41.01026,-74.10652,
41.01012,-74.10642,
41.01,-74.10633,
41.00988,-74.10623,
41.00956,-74.10592,
41.0092,-74.10556,
41.00832,-74.10468,
41.00815,-74.10451,
41.00798,-74.10434,
41.00778,-74.10416,
41.00761,-74.104,
41.00743,-74.10385,
41.00724,-74.10369,
41.00705,-74.10354,
41.00686,-74.1034,
41.00667,-74.10326,
41.00647,-74.10313,
41.00627,-74.103,
41.00607,-74.10288,
41.00586,-74.10277,
41.00567,-74.10266,
41.00546,-74.10256,
41.00525,-74.10246,
41.00504,-74.10236,
41.00483,-74.10228,
41.00462,-74.1022,
41.00441,-74.10213,
41.00419,-74.10205,
41.00398,-74.10199,
41.00376,-74.10194,
41.00355,-74.10189,
41.00332,-74.10184,
41.00278,-74.10175,
41.00257,-74.10171,
41.00235,-74.10166,
41.00214,-74.10161,
41.00192,-74.10155,
41.00192,-74.10155,
41.0017,-74.10149,
41.00149,-74.10142,
41.00128,-74.10134,
41.00106,-74.10126,
41.00085,-74.10117,
41.00065,-74.10108,
41.00044,-74.10098,
41.00024,-74.10088,
41.00004,-74.10076,
40.99983,-74.10065,
40.99963,-74.10052,
40.99944,-74.1004,
40.99924,-74.10027,
40.99906,-74.10014,
40.99886,-74.09999,
40.99867,-74.09984,
40.99849,-74.09969,
40.9983,-74.09953,
40.99728,-74.09865,
40.9971,-74.0985,
40.99691,-74.09835,
40.99672,-74.09821,
40.99653,-74.09806,
40.99633,-74.09793,
40.99614,-74.09779,
40.99594,-74.09766,
40.99574,-74.09753,
40.99555,-74.0974,
40.99534,-74.09728,
40.99514,-74.09717,
40.99494,-74.09705,
40.99474,-74.09694,
40.99474,-74.09694,
40.99453,-74.09684,
40.99433,-74.09674,
40.99413,-74.09664,
40.99392,-74.09654,
40.99371,-74.09645,
40.9935,-74.09637,
40.99329,-74.09628,
40.99308,-74.09621,
40.99286,-74.09613,
40.99265,-74.09606,
40.99244,-74.09599,
40.99222,-74.09593,
40.99201,-74.09587,
40.99189,-74.09584,
40.99168,-74.09579,
40.99126,-74.09569,
40.99103,-74.09562,
40.99082,-74.09555,
40.99071,-74.09551,
40.9905,-74.09543,
40.9903,-74.09534,
40.99009,-74.09525,
40.98987,-74.09514,
40.98967,-74.09503,
40.98947,-74.09491,
40.98928,-74.09479,
40.98906,-74.09464,
40.98897,-74.09457,
40.98873,-74.0944,
40.98863,-74.09432,
40.98823,-74.09398,
40.98808,-74.09385,
40.98777,-74.0936,
40.98777,-74.0936,
40.98648,-74.09251,
40.98619,-74.09226,
40.98573,-74.09186,
40.98555,-74.0917,
40.98537,-74.09152,
40.98513,-74.0913,
40.98476,-74.09093,
40.98476,-74.09093,
40.98441,-74.09055,
40.98424,-74.09037,
40.98408,-74.09019,
40.98391,-74.09,
40.98375,-74.0898,
40.9836,-74.08961,
40.98344,-74.08941,
40.98329,-74.0892,
40.98314,-74.08898,
40.98293,-74.08865,
40.9828,-74.08843,
40.9828,-74.08843,
40.98267,-74.0882,
40.98255,-74.08796,
40.98242,-74.08773,
40.98194,-74.08678,
40.98181,-74.08655,
40.98167,-74.08631,
40.9816,-74.08619,
40.98153,-74.08608,
40.98141,-74.08589,
40.98125,-74.08565,
40.98111,-74.08545,
40.98095,-74.08524,
40.98079,-74.08504,
40.98063,-74.08486,
40.98052,-74.08472,
40.98039,-74.08459,
40.98039,-74.08459,
40.98013,-74.08432,
40.97995,-74.08415,
40.97978,-74.084,
40.97959,-74.08385,
40.9794,-74.0837,
40.97921,-74.08356,
40.97902,-74.08343,
40.97883,-74.08331,
40.97863,-74.08319,
40.97843,-74.08308,
40.97824,-74.08297,
40.97803,-74.08288,
40.97785,-74.0828,
40.97766,-74.08272,
40.97744,-74.08262,
40.97716,-74.08249,
40.97689,-74.08238,
40.97642,-74.08219,
40.97626,-74.08213,
40.97583,-74.08195,
40.97559,-74.08186,
40.97528,-74.08173,
40.97524,-74.08171,
40.97518,-74.08169,
40.97479,-74.08153,
40.97448,-74.0814,
40.97431,-74.08134,
40.97406,-74.08124,
40.97388,-74.08116,
40.97367,-74.08108,
40.9732,-74.08088,
40.97303,-74.08081,
40.97298,-74.08079,
40.97225,-74.0805,
40.97203,-74.08044,
40.97184,-74.08036,
40.97169,-74.08029,
40.97038,-74.07974,
40.97022,-74.07968,
40.96981,-74.07952,
40.96959,-74.07943,
40.96837,-74.07894,
40.96804,-74.07881,
40.96769,-74.07865,
40.96768,-74.07865,
40.96704,-74.07839,
40.96702,-74.07838,
40.96697,-74.07836,
40.96673,-74.07826,
40.96638,-74.07812,
40.9663,-74.07808,
40.96505,-74.07757,
40.96481,-74.07748,
40.96401,-74.07715,
40.96363,-74.077,
40.96359,-74.07698,
40.96353,-74.07696,
40.96317,-74.07681,
40.96317,-74.07681,
40.96317,-74.07681,
40.96308,-74.07677,
40.96306,-74.07676,
40.9626,-74.07658,
40.96245,-74.07652,
40.96208,-74.07638,
40.962,-74.07635,
40.96163,-74.07621,
40.96153,-74.07617,
40.96153,-74.07617,
40.96107,-74.07597,
40.96061,-74.07578,
40.9598,-74.07544,
40.95905,-74.07514,
40.95904,-74.07513,
40.95884,-74.07506,
40.95864,-74.07498,
40.95845,-74.0749,
40.95831,-74.07484,
40.95794,-74.07468,
40.9575,-74.0745,
40.95705,-74.07432,
40.95679,-74.07422,
40.95664,-74.07416,
40.95644,-74.07408,
40.95619,-74.07397,
40.95592,-74.07387,
40.95574,-74.0738,
40.9553,-74.07363,
40.95515,-74.07358,
40.95498,-74.07353,
40.95487,-74.07349,
40.9548,-74.07347,
40.95473,-74.07344,
40.95459,-74.07339,
40.95454,-74.07338,
40.95446,-74.07336,
40.95419,-74.07327,
40.954,-74.07321,
40.95383,-74.07316,
40.95376,-74.07314,
40.9534,-74.07304,
40.95333,-74.07302,
40.95329,-74.07301,
40.95313,-74.07297,
40.95285,-74.0729,
40.95272,-74.07287,
40.95241,-74.07279,
40.9522,-74.07275,
