latitude,longitude,timestamp
41.32265,-74.11293,
41.32232,-74.113,
41.32202,-74.11308,
41.32169,-74.11317,
41.32137,-74.11326,
41.32107,-74.11336,
41.32076,-74.11348,
41.32044,-74.1136,
41.32013,-74.1137,
41.31983,-74.11381,
41.31953,-74.11394,
41.31921,-74.11408,
41.31892,-74.11422,
41.31866,-74.11437,
41.31841,-74.1145,
41.31813,-74.11467,
41.31783,-74.11485,
41.31755,-74.11503,
41.31726,-74.11523,
41.31699,-74.11541,
41.31668,-74.11564,
41.31641,-74.11584,
41.31613,-74.11606,
41.31606,-74.11612,
41.31587,-74.11628,
41.31587,-74.11628,
41.31586,-74.11629,
41.31559,-74.11653,
41.31532,-74.11676,
41.31507,-74.117,
41.31481,-74.11725,
41.31454,-74.11752,
41.31427,-74.1178,
41.31403,-74.11806,
41.31378,-74.11834,
41.31354,-74.11861,
41.31329,-74.11892,
41.31305,-74.11921,
41.31283,-74.11951,
41.3126,-74.11981,
41.31237,-74.12013,
41.31215,-74.12045,
41.31194,-74.12077,
41.31172,-74.1211,
41.31151,-74.12143,
41.3114,-74.12161,
41.30878,-74.12577,
41.30856,-74.12612,
41.30836,-74.12645,
41.30815,-74.12677,
41.30792,-74.12711,
41.3077,-74.12743,
41.30746,-74.12776,
41.30727,-74.12802,
41.30711,-74.12826,
41.30693,-74.12847,
41.30677,-74.12868,
41.30651,-74.12899,
41.30608,-74.12946,
41.30551,-74.13006,
41.30495,-74.13064,
41.30424,-74.13134,
41.30327,-74.13227,
41.30301,-74.1325,
41.30017,-74.13502,
41.29916,-74.13586,
41.29835,-74.13646,
41.29806,-74.13666,
